city,bedrooms,bathrooms,square_feet,year_built,price
Philadelphia,4,2,1420,1988,351268.3
Austin,5,3,3226,2006,1075538.7
Houston,3,2,4453,2012,705808.31
Houston,6,1,3233,1936,543195.03
Columbus,1,1,4447,1983,473328.62
Houston,6,1,1322,1997,344150.27
Austin,1,1,946,1980,309178.29
Philadelphia,4,2,1435,1934,321698.1
Austin,6,2,2250,1959,809671.69
Los Angeles,6,4,1285,2015,929311.23
Seattle,5,1,721,1949,392567.12
San Diego,1,1,4959,1920,1179232.81
Phoenix,1,1,3964,1942,556597.26
Seattle,1,1,2334,2006,656684.43
New York,3,2,3523,1969,1340264.66
New York,4,3,4346,1943,1615348.84
San Antonio,6,4,1228,1990,357402.53
Philadelphia,1,1,3731,2007,577953.37
New York,2,1,1077,1955,467015.22
Indianapolis,3,2,1795,1975,260622.87
Charlotte,5,1,709,1991,266824.4
Houston,6,3,4014,1996,675596.59
Charlotte,6,5,4172,2016,828602.91
Houston,1,1,859,1964,140208.0
Chicago,6,4,2580,1947,588038.58
Charlotte,4,3,3913,1959,667906.37
Dallas,4,2,2838,1935,517721.02
Phoenix,1,1,1110,1936,159928.95
Charlotte,3,2,4411,1930,694230.49
San Antonio,2,1,4399,2013,555502.93
San Diego,1,1,4631,1980,1160465.44
Charlotte,2,1,1024,1932,176922.82
Indianapolis,1,1,2196,2017,267540.18
New York,2,1,4677,1983,1570620.73
Columbus,1,1,2329,1958,243532.79
Houston,6,4,2736,2024,597396.54
Columbus,3,1,2297,1924,269332.77
Phoenix,3,2,1336,2010,339538.2
Fort Worth,6,4,3725,1971,666968.75
Philadelphia,5,1,1592,1977,369060.52
Columbus,3,2,3552,2010,464560.62
San Antonio,2,1,4433,2001,568809.86
New York,6,4,988,1954,769612.37
San Diego,4,1,1321,2007,613707.15
Philadelphia,1,1,2030,2020,356373.88
San Francisco,6,1,2125,1962,1226970.27
Chicago,4,1,4953,1933,858456.15
Los Angeles,4,3,926,1945,537290.69
Indianapolis,2,1,4799,1941,500885.18
Austin,4,3,566,2006,444193.88
Jacksonville,3,2,731,2016,221678.14
Miami,2,1,2319,2016,651671.24
Phoenix,6,4,1165,1941,369933.83
Columbus,1,1,3397,1947,351684.84
Houston,4,3,2008,1974,382132.55
Charlotte,5,4,4474,1999,785981.38
San Jose,3,1,3055,1973,1162573.54
San Jose,3,1,2595,1923,947625.12
San Jose,1,1,4970,1998,1780864.01
Los Angeles,1,1,4520,2015,1413801.44
Chicago,3,1,4618,1928,704478.87
San Francisco,2,1,2045,1944,849079.16
Philadelphia,5,1,2407,1997,517302.48
Miami,5,3,1163,1994,566224.28
Indianapolis,2,1,4075,1948,421156.72
San Francisco,5,2,3002,1994,1533123.86
Indianapolis,1,1,4189,1942,428642.96
San Antonio,1,1,4682,2024,585693.71
Philadelphia,1,1,2261,1965,355969.45
Columbus,2,1,2584,1983,323058.93
Columbus,6,1,3859,1947,476811.47
Denver,1,1,4564,1925,801034.09
New York,4,3,3924,1974,1487842.1
Charlotte,3,2,2936,1935,480395.44
New York,1,1,1078,1989,497763.68
Fort Worth,1,1,1188,2019,218544.01
San Jose,2,1,3935,1943,1412342.1
Chicago,1,1,3241,1988,537945.23
Seattle,3,1,1410,1977,537133.54
Chicago,2,1,1589,1936,286479.01
Charlotte,4,2,4095,2007,750543.98
San Diego,3,2,2181,1921,653206.67
Miami,1,1,879,1949,225957.02
Phoenix,6,1,4549,1923,719759.63
San Antonio,3,1,4227,1970,564972.0
Fort Worth,2,1,526,1933,107209.86
Austin,5,3,920,1986,520777.54
Columbus,6,2,3623,2007,524114.95
San Diego,5,1,4787,1968,1339958.38
Indianapolis,2,1,4268,1922,452991.97
San Francisco,3,1,3838,1928,1408772.4
Indianapolis,5,4,2178,1922,334663.84
Columbus,6,3,4275,1984,555349.33
Charlotte,4,1,2087,2018,443814.45
Miami,5,3,1900,2006,733193.47
Seattle,3,2,2179,1975,683453.99
San Antonio,1,1,3914,2014,491274.76
Dallas,2,1,661,2001,194606.77
Dallas,5,2,1566,1959,381996.59
Houston,4,2,2487,2001,440909.94
Jacksonville,5,2,2803,1944,414449.13
Los Angeles,4,1,4943,1932,1537681.64
Indianapolis,4,1,3508,1986,437085.7
Phoenix,3,2,3394,1924,516409.03
Columbus,1,1,2490,1932,257907.91
Charlotte,3,1,3364,1921,497552.17
Columbus,6,3,1810,2006,360976.68
Fort Worth,5,2,2789,2020,561966.71
Dallas,4,3,3692,1951,619816.56
Seattle,5,3,3111,1986,1071443.53
Houston,6,4,1796,1984,446927.8
San Jose,6,5,2518,1939,1305762.45
Denver,1,1,3108,1972,625717.19
New York,5,4,1937,2015,1154248.3
Charlotte,1,1,3734,1928,496746.8
Charlotte,4,1,4456,2015,777624.15
Houston,5,3,4177,1955,656491.28
San Jose,3,1,2587,1949,977039.13
Austin,4,3,4995,1949,1274258.99
New York,6,4,3558,1976,1687344.34
Dallas,4,3,3246,2010,654373.3
Austin,3,1,3088,1938,801247.51
Phoenix,2,1,1823,1959,306290.8
Phoenix,5,1,4763,1971,769281.69
San Jose,5,3,2980,2004,1442797.33
New York,5,2,4216,2009,1832335.21
Dallas,3,1,4731,1996,768537.5
New York,3,1,4258,1984,1569393.03
Houston,6,4,3105,1939,579763.0
Houston,4,1,3664,1982,543129.22
Austin,2,1,2965,2022,870230.23
Columbus,3,1,1831,1944,239734.59
San Diego,3,2,1560,1927,492769.92
San Jose,4,2,3248,2009,1438172.64
New York,3,1,3299,1925,1197669.71
Columbus,4,3,4750,2019,596090.54
Austin,3,1,2843,1989,821343.59
Chicago,5,3,1939,1925,463822.5
Austin,5,2,1501,1925,535944.08
Houston,1,1,2442,1949,318478.29
Indianapolis,6,5,4145,2020,630586.67
San Antonio,1,1,2219,1938,258192.72
Columbus,1,1,1203,1971,154213.98
Charlotte,3,2,2911,1972,513829.61
Houston,2,1,4933,2012,681768.49
San Jose,1,1,2723,1927,903262.97
San Diego,4,2,2932,1952,858285.54
Houston,1,1,4713,2000,662981.77
Denver,3,1,2457,1963,594666.86
Los Angeles,3,1,3655,1993,1220944.0
San Antonio,1,1,753,1937,97187.35
Dallas,2,1,3540,2016,592399.26
Chicago,5,3,4410,1978,860963.13
Seattle,5,2,3232,1926,977734.15
Phoenix,4,2,4659,1970,790243.35
Columbus,5,1,2815,1964,367449.21
Dallas,4,2,3701,1970,661995.44
San Diego,3,2,3175,2007,953341.11
San Antonio,1,1,989,1940,131328.0
Fort Worth,1,1,1562,1986,244493.52
Houston,4,1,1141,1947,236857.73
Los Angeles,5,2,3762,1957,1308172.14
Phoenix,3,1,2632,1977,449158.32
Indianapolis,1,1,4303,1930,434860.05
Phoenix,3,2,2166,2011,465910.58
Fort Worth,5,2,4139,2017,668855.35
Columbus,5,3,2602,2003,422453.71
San Jose,4,2,3130,1979,1293067.3
Miami,4,3,593,1938,340931.07
Seattle,1,1,1444,1920,342571.57
Jacksonville,6,1,3132,1954,494897.83
Columbus,4,3,4427,1941,552694.87
Denver,3,2,3512,1985,845797.51
Denver,3,2,3780,1964,882678.63
Phoenix,1,1,1676,1990,286200.28
Charlotte,4,3,2143,1940,416411.68
Denver,3,2,801,1966,291976.59
Charlotte,6,1,4910,1996,870006.24
Jacksonville,1,1,3553,1959,426991.95
Austin,5,1,4429,1931,1216347.38
San Francisco,5,4,1591,1923,926386.8
Seattle,4,3,2245,2024,903582.92
Phoenix,6,3,2661,1989,609083.33
Dallas,6,2,2322,1935,501902.48
Fort Worth,3,1,1930,1976,342217.87
New York,6,4,1752,1971,1063837.29
Indianapolis,1,1,3074,1983,351595.94
Denver,6,3,2449,2005,769484.71
Chicago,1,1,1878,1999,353358.29
Indianapolis,4,2,795,1991,207001.78
Austin,4,1,719,1983,395709.28
San Jose,1,1,4504,1964,1578242.79
San Antonio,6,2,4710,1978,715529.02
San Jose,3,2,2444,2018,1209752.04
Chicago,6,5,4739,1940,951537.55
Los Angeles,2,1,2228,1974,727039.41
Columbus,3,1,3521,1958,389467.7
San Francisco,5,3,4153,2022,2054385.8
Houston,3,2,1259,1978,267628.63
Denver,6,2,837,2003,449825.54
Columbus,2,1,1457,1985,196825.32
San Antonio,2,1,2372,1923,277436.52
San Diego,1,1,2415,1945,579180.15
Miami,4,3,1481,1956,523530.17
New York,5,3,4400,1984,1844518.27
San Diego,4,1,2738,1997,895018.81
Fort Worth,6,4,1723,1976,449070.13
Columbus,3,2,2942,1945,365312.41
Charlotte,5,2,4930,1953,781940.92
Chicago,2,1,1464,1922,260063.22
Charlotte,5,2,1143,1960,313104.34
San Jose,4,1,4914,1964,1885554.35
Phoenix,1,1,4368,2018,663814.2
Phoenix,2,1,3614,2011,590401.15
Fort Worth,5,4,2438,1975,506645.9
Charlotte,3,2,2291,1940,403696.99
Columbus,4,3,2415,1960,340123.5
Phoenix,1,1,2438,2008,402852.58
Los Angeles,1,1,890,1925,260596.37
Fort Worth,2,1,3653,1992,524601.26
San Francisco,3,1,3260,1971,1339327.49
Indianapolis,5,3,2610,2024,408349.93
Fort Worth,4,3,2621,1920,432355.52
Denver,5,2,2546,1972,687396.07
Jacksonville,3,1,2380,1997,369055.25
Jacksonville,4,2,805,2021,240733.11
San Francisco,3,2,3890,2018,1675298.82
Chicago,6,3,1621,2016,531498.21
San Jose,5,4,1636,2003,1102530.5
Chicago,3,1,1068,1978,265814.98
Indianapolis,5,1,4771,1996,619701.65
Jacksonville,1,1,3277,2003,420035.47
San Francisco,4,3,2089,1991,1159899.75
Columbus,1,1,3025,2014,372620.57
Columbus,5,4,605,1923,185672.15
Philadelphia,6,4,4610,2019,868404.5
Chicago,5,2,654,1945,275431.95
New York,5,3,811,1949,624016.23
Fort Worth,3,2,1240,1933,226311.88
Charlotte,1,1,4718,1999,723066.71
Jacksonville,6,4,3438,1956,583919.6
Phoenix,6,1,2101,1933,426472.51
Charlotte,5,3,2980,1925,573926.78
Los Angeles,4,1,2243,1934,772208.7
Jacksonville,1,1,3942,1980,455748.09
Denver,6,1,3559,1960,917114.45
San Jose,2,1,2593,1923,941042.03
Los Angeles,6,4,2110,1985,1063582.23
Philadelphia,4,1,4784,1971,782774.99
San Francisco,2,1,733,2000,536369.74
San Antonio,3,1,1659,1957,268695.6
Miami,6,4,4558,1985,1343200.74
San Diego,5,2,1951,2001,830000.19
San Francisco,6,1,2072,1988,1267631.73
Philadelphia,6,2,711,1985,318418.48
Seattle,5,1,3073,2006,1045614.46
Austin,5,2,3760,1980,1072435.93
Columbus,3,2,3515,1932,392536.55
San Francisco,4,3,2853,1950,1324110.12
Columbus,4,1,2693,2002,359894.67
Jacksonville,3,2,4584,1989,587495.97
Columbus,5,4,3465,1960,502660.65
Columbus,1,1,1405,1965,176312.34
Philadelphia,6,3,3000,1965,586685.1
Dallas,6,2,1076,1992,384664.07
Phoenix,2,1,2164,2014,383774.77
San Jose,1,1,4570,2022,1668685.08
Columbus,6,5,1170,1973,299298.45
Seattle,6,3,2662,1959,941354.28
Dallas,1,1,3774,1931,537213.59
Charlotte,4,3,4445,1926,683790.49
New York,4,3,1197,2012,803064.77
Chicago,3,1,4244,1942,697359.21
Denver,2,1,1164,1997,338501.92
San Francisco,3,2,2703,1935,1130690.43
San Diego,6,1,671,1959,459771.32
San Antonio,2,1,4332,1998,540735.68
Chicago,6,5,1352,2022,512275.65
Phoenix,4,1,1123,1964,287945.46
San Diego,3,2,1606,1991,612779.71
Charlotte,6,2,1131,2018,383794.3
Charlotte,6,4,2547,1998,626332.39
San Diego,1,1,4858,1960,1220544.35
Austin,4,3,4909,1962,1323591.54
Indianapolis,5,3,3422,1957,453735.79
Charlotte,4,2,2347,1975,458889.67
San Jose,6,2,685,1934,611074.62
Philadelphia,2,1,1338,2002,275183.75
Chicago,3,1,2204,2014,467964.71
Austin,4,1,2806,1920,720708.35
Indianapolis,4,1,3911,1989,485701.23
Houston,4,3,4501,2002,751507.74
Philadelphia,2,1,1830,1974,334975.97
Houston,6,5,1414,1996,434103.02
Seattle,3,2,2357,1964,737057.54
Los Angeles,1,1,4431,1961,1237268.49
Columbus,1,1,1656,1989,218789.84
Philadelphia,4,1,3878,1941,590603.8
New York,1,1,3586,1923,1053415.45
Phoenix,3,1,510,1987,186648.46
Philadelphia,2,1,4730,1947,650628.06
Seattle,6,5,2823,1944,1032341.86
Austin,3,1,3534,1983,981211.82
San Francisco,3,2,917,1990,664322.81
Austin,6,1,1281,1977,620829.68
Jacksonville,6,4,2125,1975,428434.44
Los Angeles,3,2,3572,1989,1166054.41
Dallas,2,1,4920,1951,719206.48
San Antonio,6,2,1537,1999,365436.12
San Diego,3,1,1252,1976,480390.53
Miami,2,1,2206,1929,498978.48
Austin,3,1,2532,2012,810018.69
Miami,4,3,2149,1935,629827.37
San Francisco,3,2,1765,1999,1006080.74
Seattle,2,1,4987,1999,1342650.36
San Francisco,4,1,2031,2004,1053147.89
Philadelphia,5,2,3059,1980,573721.22
Austin,2,1,1600,1961,443083.27
Seattle,6,2,982,1945,518314.88
Philadelphia,2,1,2704,1970,431028.26
Denver,5,2,3046,1977,836135.56
Indianapolis,6,5,4857,2005,674909.69
San Francisco,1,1,4979,1991,1826852.95
Austin,5,4,4341,2007,1338137.72
Columbus,5,1,4719,1985,561496.62
Chicago,5,4,2649,1967,620238.07
New York,4,3,2306,1971,1051573.8
New York,5,2,4716,2023,1829211.85
Denver,6,3,1939,1974,630458.15
Indianapolis,4,3,3733,2004,482560.07
Seattle,5,4,796,2004,610007.96
San Francisco,5,4,1254,1988,980486.58
Columbus,1,1,899,1930,95046.34
San Francisco,5,4,3394,1953,1576444.84
Miami,1,1,1066,1958,269777.86
Seattle,3,1,4004,2013,1200032.3
San Jose,5,3,3927,1975,1626499.26
San Francisco,1,1,1141,1925,415464.9
Houston,6,2,4783,1941,768991.2
Denver,6,1,3468,1927,815301.2
San Jose,4,3,3298,1954,1399997.22
Denver,5,3,1125,1969,465722.75
Indianapolis,6,4,2995,1933,449480.76
New York,5,3,2313,2020,1215553.57
Indianapolis,3,2,2416,1938,313197.12
Houston,5,4,1674,1994,394377.12
Miami,1,1,3181,1925,684096.3
Denver,4,3,2452,1948,670878.49
San Jose,3,2,4471,1976,1631646.17
Fort Worth,6,1,4444,1998,693454.41
Denver,6,1,4382,1974,1014627.74
Columbus,4,3,730,1971,193626.95
Los Angeles,1,1,719,1979,309327.85
New York,4,3,2294,2013,1097291.09
Fort Worth,5,4,3666,1986,616130.71
Seattle,5,3,811,1929,437516.11
New York,1,1,4234,2019,1553307.15
New York,1,1,2028,1995,751340.66
Philadelphia,6,3,2344,2023,559967.79
Philadelphia,3,2,2050,1931,360768.52
Fort Worth,2,1,3825,1994,566960.81
San Diego,6,3,3467,2001,1178147.88
San Francisco,3,1,977,2002,676426.45
Los Angeles,5,4,3639,2009,1429114.09
Phoenix,2,1,4809,2010,751308.26
Seattle,4,1,1803,1927,601993.45
Dallas,1,1,2777,1928,370997.45
San Diego,3,1,3279,1930,886133.03
Fort Worth,2,1,4505,1938,610258.73
Austin,5,2,1507,2009,687412.58
Seattle,3,2,4838,1951,1286631.37
Indianapolis,2,1,796,1960,132762.04
San Diego,2,1,2694,2010,800338.16
Denver,1,1,3846,1961,742076.19
San Francisco,1,1,4759,1955,1657426.22
Houston,1,1,2606,2012,382740.68
Los Angeles,6,5,4687,1923,1651416.93
Indianapolis,1,1,4445,1939,433675.29
Jacksonville,6,5,1716,1947,362053.14
Indianapolis,2,1,1876,1978,236665.75
San Diego,3,2,2339,2000,796389.74
Columbus,1,1,4182,2001,446283.07
New York,6,5,1146,1989,936867.55
Los Angeles,5,1,4336,2001,1591594.16
San Antonio,1,1,2882,1980,368105.0
Houston,5,4,2867,2004,539095.13
Fort Worth,6,4,2853,2015,593307.11
Chicago,3,1,3098,1998,577230.97
Dallas,6,2,3476,1957,638482.36
Phoenix,4,1,2953,1997,560133.31
Indianapolis,5,3,2990,1938,415450.18
San Francisco,6,5,4877,1956,2238095.96
Miami,2,1,1511,1978,424645.0
San Antonio,3,1,4710,1986,590997.1
Denver,1,1,4230,1980,852102.02
Seattle,2,1,4851,1982,1227550.41
San Antonio,3,1,631,1925,125197.35
New York,6,3,3242,1983,1515067.94
Jacksonville,2,1,3596,1953,448501.67
Charlotte,3,2,4153,2004,725728.73
Philadelphia,4,2,3473,1982,635342.25
New York,2,1,2762,1938,903293.42
Columbus,5,1,4607,2005,577242.55
New York,4,2,1285,2009,782700.49
Los Angeles,5,4,1612,1950,793247.11
Seattle,2,1,1259,2016,495417.99
Indianapolis,6,2,3161,1976,448690.21
San Francisco,3,1,2594,1943,1118957.57
Austin,1,1,3122,1957,775741.71
Dallas,5,2,2289,1926,439583.03
Chicago,6,2,4001,1993,797188.52
San Diego,6,1,503,1981,470503.32
New York,2,1,1302,1955,550502.66
Denver,1,1,3091,1927,595832.7
Austin,3,2,4164,1979,1076267.93
Charlotte,3,2,3895,1921,574808.32
Charlotte,3,1,3164,1933,481233.15
Fort Worth,6,2,2169,2021,487350.18
Philadelphia,5,4,1689,1934,391853.39
San Jose,6,2,989,2005,903325.64
Houston,4,3,891,1997,287027.52
Denver,2,1,4454,1952,916447.13
Phoenix,5,1,4155,1986,698401.18
Columbus,3,2,2914,2016,383376.0
Columbus,2,1,3465,2024,417984.81
Dallas,4,2,2196,1920,399913.23
Philadelphia,2,1,4301,1931,586101.31
Columbus,2,1,4410,1994,475056.63
Phoenix,6,3,2585,2023,586125.33
Jacksonville,1,1,2683,1938,304622.49
Los Angeles,5,2,2338,1957,920985.93
Denver,2,1,2756,1990,641594.75
Denver,5,2,3306,1937,779601.31
Philadelphia,3,2,630,1958,186264.37
Austin,4,1,1072,1948,407159.17
Austin,6,4,3881,1986,1289817.18
Phoenix,2,1,1435,2005,286526.26
Miami,2,1,3744,1944,811661.22
Los Angeles,5,3,1107,1985,703027.24
Columbus,1,1,4157,1928,424696.17
New York,3,1,4634,1944,1576250.74
Phoenix,2,1,2029,2009,394025.1
Austin,1,1,3212,1961,736332.94
Seattle,2,1,882,1956,313371.84
Phoenix,5,1,2892,2000,560087.14
Denver,3,1,4328,1944,849120.92
Columbus,4,1,2199,1958,314315.24
San Diego,2,1,839,1972,345681.82
San Antonio,1,1,2845,2014,392999.03
Phoenix,2,1,3544,1947,536034.97
Columbus,6,4,1563,2015,363768.06
Phoenix,1,1,3576,1933,502922.76
Houston,3,1,3109,1983,488799.73
New York,3,1,2515,1970,975995.02
Chicago,1,1,1831,1941,296250.49
Los Angeles,5,2,3866,1970,1429740.15
Miami,3,2,3332,1965,892906.64
Houston,3,1,2388,1961,384764.97
Columbus,4,2,2372,2002,369269.22
Los Angeles,1,1,3291,1954,990569.6
Dallas,3,2,2757,2000,519747.96
Austin,1,1,4649,1960,1066299.71
Dallas,5,3,1316,2002,405244.61
New York,1,1,1523,1923,490609.84
Philadelphia,4,2,1400,1921,305038.28
San Diego,5,2,1110,2008,619090.69
San Jose,4,3,743,2007,733935.84
Houston,6,2,1112,1990,352582.25
Austin,3,2,1166,1991,459996.48
Charlotte,1,1,1361,1986,246902.65
Indianapolis,3,2,3914,2004,481331.55
Chicago,4,1,604,1999,262485.68
Fort Worth,6,2,1001,1969,320464.48
New York,1,1,4665,2002,1595990.49
Phoenix,4,1,2231,1932,395374.96
Los Angeles,1,1,2006,1937,579346.58
Charlotte,1,1,1472,1926,210157.9
Indianapolis,6,2,3297,1975,461448.36
Miami,1,1,4667,1926,1014606.15
Philadelphia,5,3,1119,2000,366832.0
New York,4,3,1054,1962,707019.04
San Jose,2,1,1443,2014,703792.39
San Francisco,4,1,4391,2005,1836497.52
Austin,2,1,1403,1991,467299.65
Chicago,2,1,807,1978,209921.02
New York,1,1,3425,1940,1088602.16
Miami,3,2,1962,1945,530421.99
Phoenix,4,1,3277,1977,553502.95
Los Angeles,6,1,1540,1927,696855.0
Jacksonville,3,1,791,1935,153700.94
Jacksonville,1,1,1786,1952,224875.36
Austin,5,3,1366,1948,559702.34
San Jose,2,1,3757,2022,1485451.53
Jacksonville,2,1,4999,1926,583525.19
New York,3,1,1182,1921,493120.31
Fort Worth,6,5,897,2011,383459.43
San Antonio,5,4,2660,1986,481567.94
Columbus,3,2,504,1984,153442.87
Chicago,4,3,4943,2003,920873.66
Jacksonville,6,4,1654,1933,343290.25
Jacksonville,4,1,3167,1956,448566.16
Los Angeles,6,5,4970,1954,1861076.49
Charlotte,5,1,1417,2010,399760.02
Houston,2,1,684,2024,187605.1
Columbus,2,1,2466,1959,295883.75
Houston,1,1,1562,1940,215006.87
Dallas,2,1,3161,1974,504675.33
Columbus,4,1,1795,1942,248122.81
San Antonio,1,1,2979,1974,361797.79
Austin,5,4,3259,1924,1028206.69
Indianapolis,2,1,2571,1976,320969.58
Jacksonville,4,2,2494,1983,384954.26
Seattle,5,2,4079,1963,1205263.25
Indianapolis,4,3,715,2018,214887.72
Denver,3,2,2895,1984,680182.04
Seattle,3,2,1441,2003,605739.04
Charlotte,2,1,2365,2019,440955.19
Seattle,3,1,4408,1949,1156461.7
Philadelphia,1,1,1925,1952,283510.64
San Jose,2,1,4559,1976,1693271.96
Jacksonville,4,3,4497,1993,644627.48
Philadelphia,3,1,3776,2007,620458.22
Denver,5,2,576,2006,371429.52
San Jose,2,1,2855,2002,1137297.84
Los Angeles,6,3,3473,2022,1441347.61
San Diego,5,4,798,1994,601166.29
Philadelphia,6,2,3580,2011,737647.54
Los Angeles,2,1,1162,2019,527752.89
Houston,4,3,2785,1931,474863.09
Miami,5,3,3276,1925,904304.27
New York,5,1,2135,1977,1027580.63
Philadelphia,1,1,698,1951,125141.59
New York,4,1,4311,1966,1648628.03
San Antonio,1,1,664,1983,121178.33
San Francisco,3,2,2881,1994,1271632.57
San Jose,6,3,3317,1957,1456193.23
Charlotte,6,1,4826,2006,862027.46
Miami,2,1,4149,1929,879217.09
Los Angeles,1,1,1592,1931,435394.14
Philadelphia,4,1,3108,2015,570226.8
San Jose,5,3,4448,1934,1689591.43
Denver,6,5,3910,1976,1042277.18
San Antonio,3,1,2044,1984,308337.96
Chicago,4,3,2873,1940,577643.31
Fort Worth,1,1,768,1955,132645.82
Austin,6,2,4425,1954,1278476.78
Jacksonville,4,1,3809,2000,525048.98
Austin,6,5,4813,1990,1426779.42
Jacksonville,3,2,1470,2022,301245.72
Columbus,5,1,4033,1962,511743.05
Phoenix,3,2,3235,1935,529393.59
Charlotte,6,2,2482,1994,571864.55
Philadelphia,1,1,3282,1932,439777.59
San Jose,3,1,619,2006,495316.51
Denver,6,3,2077,2021,755600.81
Austin,5,3,641,1963,425697.02
San Francisco,1,1,2199,1938,782573.98
San Diego,4,3,2025,1958,699868.99
Austin,5,1,1257,1989,549137.79
Houston,2,1,1500,1938,215685.49
Denver,6,5,745,2024,536406.0
Houston,6,1,543,1985,249802.34
San Jose,4,3,4097,1946,1602771.43
New York,5,3,3335,1981,1404880.82
San Diego,4,2,3161,1973,959732.06
New York,5,2,3714,1977,1551758.68
San Antonio,2,1,818,1931,121940.35
Denver,2,1,3281,1959,654610.01
Chicago,6,2,2035,2001,539177.15
San Francisco,4,2,1242,2018,867594.89
Dallas,5,3,3062,1969,590643.06
San Antonio,6,5,1839,1937,378037.67
Denver,5,2,1916,1940,545484.69
San Francisco,5,2,4634,1976,2064335.28
Fort Worth,4,3,3390,1945,533391.08
Miami,3,2,3087,2017,861877.58
Indianapolis,1,1,4052,2005,454644.78
Denver,2,1,1019,2013,359189.69
Phoenix,5,4,1003,1964,353319.67
Phoenix,1,1,1674,1982,275393.44
San Antonio,5,4,3953,2006,628694.93
Chicago,5,3,4383,1986,882741.14
Seattle,1,1,946,1977,327556.5
Los Angeles,1,1,3873,1994,1148524.51
Seattle,4,1,1133,1975,489214.69
San Francisco,6,5,1659,1997,1285238.46
Chicago,4,2,631,2015,310507.22
New York,5,1,1227,1929,632657.74
Houston,1,1,2763,2000,397372.79
Dallas,6,1,4934,2024,858798.24
Austin,3,1,4195,1994,1089953.39
Seattle,6,4,676,1927,492599.98
San Francisco,5,4,541,1996,783472.08
Chicago,6,1,2988,1937,597375.64
San Diego,4,3,2957,1930,906365.57
New York,1,1,4024,1975,1285537.27
Austin,3,2,4032,1985,1080060.83
Los Angeles,1,1,2167,1968,681225.35
San Diego,1,1,2471,1969,643427.27
Jacksonville,1,1,2227,2005,322633.63
San Diego,5,4,1988,2023,908050.27
Fort Worth,4,3,1990,1939,351637.98
Fort Worth,3,1,1500,2022,330079.76
San Diego,3,2,2989,2010,911813.83
Columbus,2,1,4250,1968,472338.21
San Diego,2,1,1727,1920,473259.53
Philadelphia,2,1,2263,2011,412664.03
Chicago,5,3,1548,1996,459330.1
Denver,2,1,2321,1987,571398.03
Indianapolis,3,1,2473,2019,357938.4
Jacksonville,6,1,4992,1939,660492.47
Seattle,3,2,1269,1922,426461.8
San Francisco,4,1,2248,1993,1123351.93
Los Angeles,3,2,3936,1982,1253656.66
Charlotte,1,1,1528,1939,228509.45
Seattle,4,3,1206,1971,541116.42
San Francisco,3,1,4864,1952,1858891.76
New York,5,1,4855,1966,1752749.98
Fort Worth,1,1,4223,1970,576565.96
Denver,1,1,891,2012,267239.95
Houston,1,1,1792,1920,228964.24
Austin,4,1,3143,1931,855058.27
Houston,3,1,2604,1958,406656.48
Houston,2,1,985,1988,209175.05
Chicago,5,4,2631,1953,575458.68
Philadelphia,5,4,2642,1982,541931.16
San Diego,1,1,2615,1993,694424.2
New York,2,1,2777,2004,1065633.22
Austin,1,1,2278,1968,549520.92
Miami,1,1,966,1937,242750.37
San Francisco,6,1,3193,1994,1647003.18
Jacksonville,4,1,2513,1931,348136.18
New York,3,2,2672,2007,1161181.95
Houston,2,1,3811,2006,541239.36
San Francisco,4,1,1862,2015,1040277.21
Charlotte,5,2,2129,2014,515974.84
Los Angeles,3,1,2570,1932,819905.14
Charlotte,2,1,974,1921,168447.97
Indianapolis,6,2,3800,1977,528488.49
Charlotte,6,2,4259,2016,838078.53
Seattle,5,4,4966,1986,1450981.71
San Francisco,3,2,1959,2021,1080824.28
Charlotte,5,3,4636,2014,846955.01
Dallas,1,1,712,1935,115488.53
Los Angeles,2,1,904,2019,482301.69
San Diego,6,2,4025,2021,1404444.2
Los Angeles,2,1,4740,1983,1481609.61
Charlotte,6,5,2359,1931,557207.44
Austin,5,4,961,1940,493331.87
Seattle,2,1,4645,1959,1228828.77
San Diego,1,1,1987,1951,492760.5
New York,2,1,809,1991,468657.32
Denver,1,1,1895,2004,466505.46
Phoenix,2,1,4853,2008,726276.92
Los Angeles,3,1,1315,1929,468317.96
